File name;Tag
duran_duran-come_undone;sad
natalie_imbruglia-torn;sad
thursday_group-like_white_on_rice;sad
10cc-for_you_and_i;tender
aaron_neville-tell_it_like_it_is;tender
alicia_keys-fallin;tender
anita_baker-caught_up_in_the_rapture;tender
antonio_carlos_jobim-wave;tender
arlo_guthrie-alices_restaurant_massacree;tender
artemis-don_t_look_back;tender
beautiful_south-one_last_love_song;tender
blood_sweat_and_tears-sometimes_in_winter;tender
burnshee_thornside-goodbye_on_a_beautiful_day;tender
charles_mingus-mood_indigo;tender
donovan-catch_the_wind;tender
duran_duran-come_undone;tender
eric_clapton-wonderful_tonight;tender
james_taylor-fire_and_rain;tender
moby-porcelain;tender
ronettes-walking_in_the_rain;tender
sly_and_the_family_stone-just_like_a_baby;tender
soul_ii_soul-keep_on_movin;tender
sundays-heres_where_the_story_ends;tender
syreeta-what_love_has_joined_together;tender
temptations-since_i_lost_my_baby;tender
zombies-beechwood_park;tender
10cc-for_you_and_i;touching
alicia_keys-fallin;touching
anita_baker-caught_up_in_the_rapture;touching
antonio_carlos_jobim-wave;touching
ashford_and_simpson-solid;touching
barry_white-cant_get_enough_of_your_love_babe;touching
blood_sweat_and_tears-sometimes_in_winter;touching
burnshee_thornside-goodbye_on_a_beautiful_day;touching
crosby_stills_nash_and_young-teach_your_children;touching
dionne_warwick-walk_on_by;touching
eric_clapton-wonderful_tonight;touching
james_taylor-fire_and_rain;touching
police-every_little_thing_she_does_is_magic;touching
ronettes-walking_in_the_rain;touching
soul_ii_soul-keep_on_movin;touching
syreeta-what_love_has_joined_together;touching
temptations-since_i_lost_my_baby;touching
2pac-trapped;unpleasant
adam_and_the_ants-prince_charming;unpleasant
aerosmith-dude_looks_like_a_lady;unpleasant
alice_cooper-elected;unpleasant
aphex_twin-come_to_daddy;unpleasant
beth_quist-survival;unpleasant
boston-more_than_a_feeling;unpleasant
byrds-wasnt_born_to_follow;unpleasant
cat_power-he_war;unpleasant
chemical_brothers-setting_sun;unpleasant
domased-too_slow;unpleasant
hybris-hate;unpleasant
ivilion-d_b_l;unpleasant
skitzo-last_depression;unpleasant
spinecar-stay;unpleasant
van_halen-aint_talkin_bout_love;unpleasant
2pac-trapped;unromantic
a_tribe_called_quest-bonita_applebum;unromantic
ac_dc-dirty_deeds_done_dirt_cheap;unromantic
adam_and_the_ants-prince_charming;unromantic
aerosmith-dude_looks_like_a_lady;unromantic
alice_cooper-elected;unromantic
animals-im_crying;unromantic
aphex_twin-come_to_daddy;unromantic
arlo_guthrie-alices_restaurant_massacree;unromantic
artemis-don_t_look_back;unromantic
bay_city_rollers-saturday_night;unromantic
beach_boys-i_get_around;unromantic
beck-where_its_at;unromantic
belle_and_sebastian-like_dylan_in_the_movies;unromantic
beth_quist-survival;unromantic
big_star-in_the_street;unromantic
bo_diddley-you_cant_judge_a_book_by_its_cover;unromantic
bomb_the_bass-bug_powder_dust;unromantic
boogie_down_productions-the_bridge_is_over;unromantic
buggles-video_killed_the_radio_star;unromantic
canned_heat-on_the_road_again;unromantic
cat_power-he_war;unromantic
cheap_trick-dream_police;unromantic
chemical_brothers-setting_sun;unromantic
counting_crows-speedway;unromantic
crosby_stills_nash_and_young-teach_your_children;unromantic
domased-too_slow;unromantic
franz_ferdinand-come_on_home;unromantic
hybris-hate;unromantic
ivilion-d_b_l;unromantic
jag-jag_s_rag;unromantic
kourosh_zolani-peaceful_planet;unromantic
led_zeppelin-immigrant_song;unromantic
madonna-ray_of_light;unromantic
mr_gelatine-knysnamushrooms;unromantic
olivia_tremor_control-i_have_been_floated;unromantic
pink_floyd-echoes;unromantic
propellerheads-take_california;unromantic
skitzo-last_depression;unromantic
solace-laz_7_8;unromantic
sonny_rollins-strode_rode;unromantic
soulprint-crawlspace;unromantic
specials-gangsters;unromantic
spinecar-stay;unromantic
steppenwolf-born_to_be_wild;unromantic
stranglers-golden_brown;unromantic
strawbs-new_world;unromantic
sundays-heres_where_the_story_ends;unromantic
thursday_group-like_white_on_rice;unromantic
u2-hold_me_thrill_me_kiss_me_kill_me;unromantic
urge_overkill-sister_havana;unromantic
van_halen-aint_talkin_bout_love;unromantic
who-bargain;unromantic
black_sabbath-black_sabbath;aggressive
electric_frankenstein-teenage_shutdown;aggressive
ll_cool_j-mama_said_knock_you_out;aggressive
muddy_waters-mannish_boy;aggressive
sex_pistols-pretty_vacant;aggressive
throwing_muses-hate_my_way;aggressive
ani_difranco-crime_for_crime;angry
black_sabbath-black_sabbath;angry
electric_frankenstein-teenage_shutdown;angry
ll_cool_j-mama_said_knock_you_out;angry
muddy_waters-mannish_boy;angry
no_doubt-artificial_sweetener;angry
sex_pistols-pretty_vacant;angry
sir_mix-a-lot-baby_got_back;angry
t._rex-children_of_the_revolution;angry
throwing_muses-hate_my_way;angry
abc-poison_arrow;arousing
arthur_yoria-at_least_you_ve_been_told;arousing
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;arousing
daft_punk-da_funk;arousing
dj_jazzy_jeff_and_the_fresh_prince-summertime;arousing
doors-touch_me;arousing
dr_kuch-persuaders_dub;arousing
electric_frankenstein-teenage_shutdown;arousing
glen_bledsoe-p_pop;arousing
introspekt-tbd;arousing
jackson_5-abc;arousing
james_brown-give_it_up_or_turnit_a_loose;arousing
kokoon-order;arousing
ll_cool_j-mama_said_knock_you_out;arousing
michael_jackson-billie_jean;arousing
muddy_waters-mannish_boy;arousing
rocket_city_riot-mine_tonite;arousing
roots_of_rebellion-legend;arousing
sex_pistols-pretty_vacant;arousing
sir_mix-a-lot-baby_got_back;arousing
t._rex-children_of_the_revolution;arousing
third_eye_blind-semi-charmed_life;arousing
wilco-kingpin;arousing
5th_dimension-one_less_bell_to_answer;boring
al_green-sha-la-la_make_me_happy;boring
ani_difranco-crime_for_crime;boring
apples_in_stereo-glowworm;boring
arthur_yoria-at_least_you_ve_been_told;boring
barenaked_ladies-its_all_been_done;boring
black_crowes-thorn_in_my_pride;boring
blue_yster_cult-burnin_for_you;boring
bob_dylan-ill_be_your_baby_tonight;boring
bob_marley_and_the_wailers-three_little_birds;boring
buddy_holly-peggy_sue;boring
carole_king-youve_got_a_friend;boring
chad_and_jeremy-before_and_after;boring
cilla_black-alfie;boring
clarence_ashley-the_house_carpenter;boring
cowboy_junkies-postcard_blues;boring
cranberries-linger;boring
diana_ross_and_the_supremes-where_did_our_love_go;boring
elton_john-tiny_dancer;boring
falik-bliss;boring
fiona_apple-love_ridden;boring
foo_fighters-big_me;boring
glen_bledsoe-p_pop;boring
leonard_cohen-suzanne;boring
macy_gray-i_try;boring
mrdc-leaving;boring
r.e.m.-camera;boring
scott_hill-silk_road;boring
tim_hardin-dont_make_promises;boring
tom_paul-little_part_of_me;boring
tom_waits-time;boring
tori_amos-professional_widow;boring
version-universal_humans;boring
yeah_yeah_yeahs-maps;boring
5th_dimension-one_less_bell_to_answer;calming
al_green-sha-la-la_make_me_happy;calming
antiguru-peering;calming
art_tatum-willow_weep_for_me;calming
beatles-strawberry_fields_forever;calming
bob_dylan-ill_be_your_baby_tonight;calming
bob_marley_and_the_wailers-three_little_birds;calming
bobby_womack-womans_gotta_have_it;calming
carole_king-youve_got_a_friend;calming
chad_and_jeremy-before_and_after;calming
charlie_parker-ornithology;calming
cilla_black-alfie;calming
coldplay-clocks;calming
cowboy_junkies-postcard_blues;calming
cranberries-linger;calming
diana_ross_and_the_supremes-where_did_our_love_go;calming
drop_trio-slapjack;calming
elton_john-tiny_dancer;calming
falik-bliss;calming
fiona_apple-love_ridden;calming
foo_fighters-big_me;calming
jamie_janover-event_horizon;calming
leonard_cohen-suzanne;calming
macy_gray-i_try;calming
mr_epic-ruff_and_tumble;calming
mrdc-leaving;calming
muddy_waters-im_ready;calming
psychetropic-dead_slow_day;calming
r.e.m.-camera;calming
scott_hill-silk_road;calming
spiritualized-stop_your_crying;calming
stereolab-cybeles_reverie;calming
tilopa-kyo_rei;calming
tim_hardin-dont_make_promises;calming
tom_waits-time;calming
version-universal_humans;calming
wicked_allstars-happy;calming
yeah_yeah_yeahs-maps;calming
al_green-sha-la-la_make_me_happy;catchy
alanis_morissette-thank_u;catchy
aretha_franklin-dont_play_that_song;catchy
art_tatum-willow_weep_for_me;catchy
arthur_yoria-at_least_you_ve_been_told;catchy
beatles-strawberry_fields_forever;catchy
billy_bragg-jeane;catchy
bob_marley_and_the_wailers-three_little_birds;catchy
brian_eno-here_come_the_warm_jets;catchy
built_to_spill-i_would_hurt_a_fly;catchy
cab_calloway-minnie_the_moocher;catchy
carole_king-youve_got_a_friend;catchy
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;catchy
chuck_berry-roll_over_beethoven;catchy
coldplay-clocks;catchy
diana_ross_and_the_supremes-where_did_our_love_go;catchy
doors-touch_me;catchy
fiona_apple-love_ridden;catchy
jackson_5-abc;catchy
kokoon-order;catchy
macy_gray-i_try;catchy
michael_jackson-billie_jean;catchy
muddy_waters-im_ready;catchy
muddy_waters-mannish_boy;catchy
sex_pistols-pretty_vacant;catchy
sir_mix-a-lot-baby_got_back;catchy
spiritualized-stop_your_crying;catchy
stereolab-cybeles_reverie;catchy
t._rex-children_of_the_revolution;catchy
talking_heads-and_she_was;catchy
third_eye_blind-semi-charmed_life;catchy
troggs-wild_thing;catchy
violent_femmes-blister_in_the_sun;catchy
al_green-sha-la-la_make_me_happy;cheerful
antiguru-peering;cheerful
apples_in_stereo-glowworm;cheerful
aretha_franklin-dont_play_that_song;cheerful
art_tatum-willow_weep_for_me;cheerful
bob_marley_and_the_wailers-three_little_birds;cheerful
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;cheerful
daft_punk-da_funk;cheerful
david_bowie-song_for_bob_dylan;cheerful
diana_ross_and_the_supremes-where_did_our_love_go;cheerful
dj_jazzy_jeff_and_the_fresh_prince-summertime;cheerful
doors-touch_me;cheerful
drop_trio-slapjack;cheerful
jackson_5-abc;cheerful
los_lobos-corrido_1;cheerful
stereolab-cybeles_reverie;cheerful
troggs-wild_thing;cheerful
xtc-love_at_first_sight;cheerful
adam_ant-wonderful;depressed
ani_difranco-crime_for_crime;depressed
arthur_yoria-at_least_you_ve_been_told;depressed
barenaked_ladies-its_all_been_done;depressed
belief_systems-skunk_werks;depressed
billy_bragg-jeane;depressed
black_sabbath-black_sabbath;depressed
bobby_womack-womans_gotta_have_it;depressed
bon_jovi-livin_on_a_prayer;depressed
built_to_spill-i_would_hurt_a_fly;depressed
chantal_kreviazuk-surrounded;depressed
cowboy_junkies-postcard_blues;depressed
cream-tales_of_brave_ulysses;depressed
dr_kuch-persuaders_dub;depressed
electric_frankenstein-teenage_shutdown;depressed
evanescence-my_immortal;depressed
falik-bliss;depressed
fiona_apple-love_ridden;depressed
guns_n_roses-november_rain;depressed
jamie_janover-event_horizon;depressed
ll_cool_j-mama_said_knock_you_out;depressed
macy_gray-i_try;depressed
massive_attack-risingson;depressed
metallica-one;depressed
michael_jackson-billie_jean;depressed
muddy_waters-mannish_boy;depressed
no_doubt-artificial_sweetener;depressed
psychetropic-dead_slow_day;depressed
roots_of_rebellion-legend;depressed
scott_hill-silk_road;depressed
soundgarden-black_hole_sun;depressed
throwing_muses-hate_my_way;depressed
tom_waits-time;depressed
tori_amos-professional_widow;depressed
adam_ant-wonderful;emotional
alanis_morissette-thank_u;emotional
ani_difranco-crime_for_crime;emotional
aretha_franklin-dont_play_that_song;emotional
billy_bragg-jeane;emotional
bob_dylan-ill_be_your_baby_tonight;emotional
bob_marley_and_the_wailers-three_little_birds;emotional
bobby_womack-womans_gotta_have_it;emotional
cab_calloway-minnie_the_moocher;emotional
carole_king-youve_got_a_friend;emotional
chad_and_jeremy-before_and_after;emotional
chantal_kreviazuk-surrounded;emotional
coldplay-clocks;emotional
cowboy_junkies-postcard_blues;emotional
cranberries-linger;emotional
cream-tales_of_brave_ulysses;emotional
diana_ross_and_the_supremes-where_did_our_love_go;emotional
doors-touch_me;emotional
evanescence-my_immortal;emotional
fiona_apple-love_ridden;emotional
jackson_5-abc;emotional
leonard_cohen-suzanne;emotional
ll_cool_j-mama_said_knock_you_out;emotional
macy_gray-i_try;emotional
michael_jackson-billie_jean;emotional
muddy_waters-im_ready;emotional
muddy_waters-mannish_boy;emotional
no_doubt-artificial_sweetener;emotional
spiritualized-stop_your_crying;emotional
stereolab-cybeles_reverie;emotional
t._rex-children_of_the_revolution;emotional
tilopa-kyo_rei;emotional
tom_paul-little_part_of_me;emotional
tom_waits-time;emotional
wicked_allstars-happy;emotional
yeah_yeah_yeahs-maps;emotional
abc-poison_arrow;exciting
antiguru-peering;exciting
art_tatum-willow_weep_for_me;exciting
black_sabbath-black_sabbath;exciting
cab_calloway-minnie_the_moocher;exciting
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;exciting
david_bowie-song_for_bob_dylan;exciting
doors-touch_me;exciting
dr_kuch-persuaders_dub;exciting
jackson_5-abc;exciting
james_brown-give_it_up_or_turnit_a_loose;exciting
kokoon-order;exciting
ll_cool_j-mama_said_knock_you_out;exciting
michael_jackson-billie_jean;exciting
muddy_waters-mannish_boy;exciting
rocket_city_riot-mine_tonite;exciting
roots_of_rebellion-legend;exciting
sir_mix-a-lot-baby_got_back;exciting
t._rex-children_of_the_revolution;exciting
third_eye_blind-semi-charmed_life;exciting
black_sabbath-black_sabbath;hanging with friends
bob_marley_and_the_wailers-three_little_birds;hanging with friends
buzzcocks-everybodys_happy_nowadays;hanging with friends
cab_calloway-minnie_the_moocher;hanging with friends
cream-tales_of_brave_ulysses;hanging with friends
david_bowie-song_for_bob_dylan;hanging with friends
james_brown-give_it_up_or_turnit_a_loose;hanging with friends
junior_murvin-police_and_thieves;hanging with friends
wilco-kingpin;hanging with friends
al_green-sha-la-la_make_me_happy;happy
antiguru-peering;happy
art_tatum-willow_weep_for_me;happy
blue_yster_cult-burnin_for_you;happy
bob_marley_and_the_wailers-three_little_birds;happy
bobby_womack-womans_gotta_have_it;happy
brian_eno-here_come_the_warm_jets;happy
buzzcocks-everybodys_happy_nowadays;happy
carole_king-youve_got_a_friend;happy
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;happy
charlie_parker-ornithology;happy
chuck_berry-roll_over_beethoven;happy
david_bowie-song_for_bob_dylan;happy
diana_ross_and_the_supremes-where_did_our_love_go;happy
dj_jazzy_jeff_and_the_fresh_prince-summertime;happy
doors-touch_me;happy
drop_trio-slapjack;happy
jackson_5-abc;happy
james_brown-give_it_up_or_turnit_a_loose;happy
los_lobos-corrido_1;happy
muddy_waters-mannish_boy;happy
stereolab-cybeles_reverie;happy
troggs-wild_thing;happy
wicked_allstars-happy;happy
xtc-love_at_first_sight;happy
abc-poison_arrow;indifferent
ani_difranco-crime_for_crime;indifferent
antiguru-peering;indifferent
arthur_yoria-at_least_you_ve_been_told;indifferent
belief_systems-skunk_werks;indifferent
black_crowes-thorn_in_my_pride;indifferent
black_sabbath-black_sabbath;indifferent
bon_jovi-livin_on_a_prayer;indifferent
buddy_holly-peggy_sue;indifferent
built_to_spill-i_would_hurt_a_fly;indifferent
buzzcocks-everybodys_happy_nowadays;indifferent
cream-tales_of_brave_ulysses;indifferent
dr_kuch-persuaders_dub;indifferent
electric_frankenstein-teenage_shutdown;indifferent
falik-bliss;indifferent
glen_bledsoe-p_pop;indifferent
introspekt-tbd;indifferent
junior_murvin-police_and_thieves;indifferent
kokoon-order;indifferent
ll_cool_j-mama_said_knock_you_out;indifferent
los_lobos-corrido_1;indifferent
massive_attack-risingson;indifferent
metallica-one;indifferent
mrdc-leaving;indifferent
muddy_waters-mannish_boy;indifferent
no_doubt-artificial_sweetener;indifferent
psychetropic-dead_slow_day;indifferent
r.e.m.-camera;indifferent
rocket_city_riot-mine_tonite;indifferent
roots_of_rebellion-legend;indifferent
sex_pistols-pretty_vacant;indifferent
sir_mix-a-lot-baby_got_back;indifferent
soundgarden-black_hole_sun;indifferent
t._rex-children_of_the_revolution;indifferent
talking_heads-and_she_was;indifferent
throwing_muses-hate_my_way;indifferent
tori_amos-professional_widow;indifferent
version-universal_humans;indifferent
violent_femmes-blister_in_the_sun;indifferent
al_green-sha-la-la_make_me_happy;mellow
apples_in_stereo-glowworm;mellow
beatles-strawberry_fields_forever;mellow
bob_dylan-ill_be_your_baby_tonight;mellow
bob_marley_and_the_wailers-three_little_birds;mellow
brian_eno-here_come_the_warm_jets;mellow
cab_calloway-minnie_the_moocher;mellow
carole_king-youve_got_a_friend;mellow
chad_and_jeremy-before_and_after;mellow
cowboy_junkies-postcard_blues;mellow
cranberries-linger;mellow
dj_jazzy_jeff_and_the_fresh_prince-summertime;mellow
drop_trio-slapjack;mellow
foo_fighters-big_me;mellow
jamie_janover-event_horizon;mellow
junior_murvin-police_and_thieves;mellow
leonard_cohen-suzanne;mellow
love-you_set_the_scene;mellow
macy_gray-i_try;mellow
mr_epic-ruff_and_tumble;mellow
muddy_waters-im_ready;mellow
scott_hill-silk_road;mellow
spiritualized-stop_your_crying;mellow
stereolab-cybeles_reverie;mellow
tilopa-kyo_rei;mellow
tim_hardin-dont_make_promises;mellow
wicked_allstars-happy;mellow
al_green-sha-la-la_make_me_happy;not angry - agressive
antiguru-peering;not angry - agressive
apples_in_stereo-glowworm;not angry - agressive
aretha_franklin-dont_play_that_song;not angry - agressive
art_tatum-willow_weep_for_me;not angry - agressive
arthur_yoria-at_least_you_ve_been_told;not angry - agressive
barenaked_ladies-its_all_been_done;not angry - agressive
beatles-strawberry_fields_forever;not angry - agressive
belief_systems-skunk_werks;not angry - agressive
black_crowes-thorn_in_my_pride;not angry - agressive
blue_yster_cult-burnin_for_you;not angry - agressive
bob_dylan-ill_be_your_baby_tonight;not angry - agressive
bob_marley_and_the_wailers-three_little_birds;not angry - agressive
bobby_womack-womans_gotta_have_it;not angry - agressive
buddy_holly-peggy_sue;not angry - agressive
buzzcocks-everybodys_happy_nowadays;not angry - agressive
cab_calloway-minnie_the_moocher;not angry - agressive
carole_king-youve_got_a_friend;not angry - agressive
chad_and_jeremy-before_and_after;not angry - agressive
chantal_kreviazuk-surrounded;not angry - agressive
charlie_parker-ornithology;not angry - agressive
cilla_black-alfie;not angry - agressive
clarence_ashley-the_house_carpenter;not angry - agressive
coldplay-clocks;not angry - agressive
cowboy_junkies-postcard_blues;not angry - agressive
cream-tales_of_brave_ulysses;not angry - agressive
diana_ross_and_the_supremes-where_did_our_love_go;not angry - agressive
doors-touch_me;not angry - agressive
drop_trio-slapjack;not angry - agressive
elton_john-tiny_dancer;not angry - agressive
evanescence-my_immortal;not angry - agressive
falik-bliss;not angry - agressive
fiona_apple-love_ridden;not angry - agressive
foo_fighters-big_me;not angry - agressive
glen_bledsoe-p_pop;not angry - agressive
guns_n_roses-november_rain;not angry - agressive
introspekt-tbd;not angry - agressive
jackson_5-abc;not angry - agressive
jamie_janover-event_horizon;not angry - agressive
kokoon-order;not angry - agressive
leonard_cohen-suzanne;not angry - agressive
los_lobos-corrido_1;not angry - agressive
love-you_set_the_scene;not angry - agressive
macy_gray-i_try;not angry - agressive
mr_epic-ruff_and_tumble;not angry - agressive
mrdc-leaving;not angry - agressive
psychetropic-dead_slow_day;not angry - agressive
r.e.m.-camera;not angry - agressive
scott_hill-silk_road;not angry - agressive
spiritualized-stop_your_crying;not angry - agressive
stereolab-cybeles_reverie;not angry - agressive
talking_heads-and_she_was;not angry - agressive
third_eye_blind-semi-charmed_life;not angry - agressive
tilopa-kyo_rei;not angry - agressive
tim_hardin-dont_make_promises;not angry - agressive
tom_paul-little_part_of_me;not angry - agressive
troggs-wild_thing;not angry - agressive
version-universal_humans;not angry - agressive
violent_femmes-blister_in_the_sun;not angry - agressive
wicked_allstars-happy;not angry - agressive
wilco-kingpin;not angry - agressive
xtc-love_at_first_sight;not angry - agressive
yeah_yeah_yeahs-maps;not angry - agressive
abc-poison_arrow;not calming
ani_difranco-crime_for_crime;not calming
arthur_yoria-at_least_you_ve_been_told;not calming
barenaked_ladies-its_all_been_done;not calming
billy_bragg-jeane;not calming
black_sabbath-black_sabbath;not calming
bon_jovi-livin_on_a_prayer;not calming
daft_punk-da_funk;not calming
david_bowie-song_for_bob_dylan;not calming
dr_kuch-persuaders_dub;not calming
electric_frankenstein-teenage_shutdown;not calming
glen_bledsoe-p_pop;not calming
jackson_5-abc;not calming
kokoon-order;not calming
ll_cool_j-mama_said_knock_you_out;not calming
los_lobos-corrido_1;not calming
love-you_set_the_scene;not calming
massive_attack-risingson;not calming
metallica-one;not calming
muddy_waters-mannish_boy;not calming
no_doubt-artificial_sweetener;not calming
rocket_city_riot-mine_tonite;not calming
roots_of_rebellion-legend;not calming
sex_pistols-pretty_vacant;not calming
sir_mix-a-lot-baby_got_back;not calming
soundgarden-black_hole_sun;not calming
t._rex-children_of_the_revolution;not calming
talking_heads-and_she_was;not calming
throwing_muses-hate_my_way;not calming
tori_amos-professional_widow;not calming
xtc-love_at_first_sight;not calming
5th_dimension-one_less_bell_to_answer;not happy
ani_difranco-crime_for_crime;not happy
belief_systems-skunk_werks;not happy
billy_bragg-jeane;not happy
black_sabbath-black_sabbath;not happy
built_to_spill-i_would_hurt_a_fly;not happy
chad_and_jeremy-before_and_after;not happy
chantal_kreviazuk-surrounded;not happy
cilla_black-alfie;not happy
cowboy_junkies-postcard_blues;not happy
cranberries-linger;not happy
electric_frankenstein-teenage_shutdown;not happy
evanescence-my_immortal;not happy
fiona_apple-love_ridden;not happy
guns_n_roses-november_rain;not happy
macy_gray-i_try;not happy
massive_attack-risingson;not happy
metallica-one;not happy
mrdc-leaving;not happy
norine_braun-spanish_banks;not happy
scott_hill-silk_road;not happy
soundgarden-black_hole_sun;not happy
throwing_muses-hate_my_way;not happy
tilopa-kyo_rei;not happy
tom_waits-time;not happy
tori_amos-professional_widow;not happy
version-universal_humans;not happy
wilco-kingpin;not happy
al_green-sha-la-la_make_me_happy;not sad
antiguru-peering;not sad
apples_in_stereo-glowworm;not sad
arthur_yoria-at_least_you_ve_been_told;not sad
black_crowes-thorn_in_my_pride;not sad
blue_yster_cult-burnin_for_you;not sad
bob_marley_and_the_wailers-three_little_birds;not sad
bon_jovi-livin_on_a_prayer;not sad
buddy_holly-peggy_sue;not sad
buzzcocks-everybodys_happy_nowadays;not sad
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;not sad
charlie_parker-ornithology;not sad
chuck_berry-roll_over_beethoven;not sad
coldplay-clocks;not sad
dj_jazzy_jeff_and_the_fresh_prince-summertime;not sad
doors-touch_me;not sad
drop_trio-slapjack;not sad
electric_frankenstein-teenage_shutdown;not sad
elton_john-tiny_dancer;not sad
falik-bliss;not sad
foo_fighters-big_me;not sad
glen_bledsoe-p_pop;not sad
jackson_5-abc;not sad
james_brown-give_it_up_or_turnit_a_loose;not sad
jamie_janover-event_horizon;not sad
ll_cool_j-mama_said_knock_you_out;not sad
los_lobos-corrido_1;not sad
love-you_set_the_scene;not sad
michael_jackson-billie_jean;not sad
mr_epic-ruff_and_tumble;not sad
muddy_waters-mannish_boy;not sad
rocket_city_riot-mine_tonite;not sad
sir_mix-a-lot-baby_got_back;not sad
spiritualized-stop_your_crying;not sad
stereolab-cybeles_reverie;not sad
talking_heads-and_she_was;not sad
third_eye_blind-semi-charmed_life;not sad
tori_amos-professional_widow;not sad
troggs-wild_thing;not sad
violent_femmes-blister_in_the_sun;not sad
xtc-love_at_first_sight;not sad
yeah_yeah_yeahs-maps;not sad
al_green-sha-la-la_make_me_happy;pleasant
antiguru-peering;pleasant
aretha_franklin-dont_play_that_song;pleasant
beatles-strawberry_fields_forever;pleasant
blue_yster_cult-burnin_for_you;pleasant
bob_dylan-ill_be_your_baby_tonight;pleasant
bob_marley_and_the_wailers-three_little_birds;pleasant
bobby_womack-womans_gotta_have_it;pleasant
cab_calloway-minnie_the_moocher;pleasant
carole_king-youve_got_a_friend;pleasant
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;pleasant
chad_and_jeremy-before_and_after;pleasant
chantal_kreviazuk-surrounded;pleasant
coldplay-clocks;pleasant
cowboy_junkies-postcard_blues;pleasant
cranberries-linger;pleasant
diana_ross_and_the_supremes-where_did_our_love_go;pleasant
doors-touch_me;pleasant
drop_trio-slapjack;pleasant
elton_john-tiny_dancer;pleasant
evanescence-my_immortal;pleasant
fiona_apple-love_ridden;pleasant
introspekt-tbd;pleasant
james_brown-give_it_up_or_turnit_a_loose;pleasant
jamie_janover-event_horizon;pleasant
junior_murvin-police_and_thieves;pleasant
kokoon-order;pleasant
leonard_cohen-suzanne;pleasant
macy_gray-i_try;pleasant
mr_epic-ruff_and_tumble;pleasant
muddy_waters-im_ready;pleasant
psychetropic-dead_slow_day;pleasant
scott_hill-silk_road;pleasant
spiritualized-stop_your_crying;pleasant
stereolab-cybeles_reverie;pleasant
tilopa-kyo_rei;pleasant
tim_hardin-dont_make_promises;pleasant
tom_paul-little_part_of_me;pleasant
wicked_allstars-happy;pleasant
yeah_yeah_yeahs-maps;pleasant
adam_ant-wonderful;positive
al_green-sha-la-la_make_me_happy;positive
aretha_franklin-dont_play_that_song;positive
art_tatum-willow_weep_for_me;positive
beatles-strawberry_fields_forever;positive
blue_yster_cult-burnin_for_you;positive
bob_marley_and_the_wailers-three_little_birds;positive
bobby_womack-womans_gotta_have_it;positive
carole_king-youve_got_a_friend;positive
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;positive
diana_ross_and_the_supremes-where_did_our_love_go;positive
dj_jazzy_jeff_and_the_fresh_prince-summertime;positive
doors-touch_me;positive
foo_fighters-big_me;positive
jackson_5-abc;positive
muddy_waters-mannish_boy;positive
rocket_city_riot-mine_tonite;positive
spiritualized-stop_your_crying;positive
stereolab-cybeles_reverie;positive
third_eye_blind-semi-charmed_life;positive
tilopa-kyo_rei;positive
troggs-wild_thing;positive
adam_ant-wonderful;positive feelings
al_green-sha-la-la_make_me_happy;positive feelings
antiguru-peering;positive feelings
aretha_franklin-dont_play_that_song;positive feelings
art_tatum-willow_weep_for_me;positive feelings
arthur_yoria-at_least_you_ve_been_told;positive feelings
bob_dylan-ill_be_your_baby_tonight;positive feelings
bob_marley_and_the_wailers-three_little_birds;positive feelings
bobby_womack-womans_gotta_have_it;positive feelings
bon_jovi-livin_on_a_prayer;positive feelings
buzzcocks-everybodys_happy_nowadays;positive feelings
carole_king-youve_got_a_friend;positive feelings
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;positive feelings
charlie_parker-ornithology;positive feelings
daft_punk-da_funk;positive feelings
david_bowie-song_for_bob_dylan;positive feelings
diana_ross_and_the_supremes-where_did_our_love_go;positive feelings
dj_jazzy_jeff_and_the_fresh_prince-summertime;positive feelings
doors-touch_me;positive feelings
drop_trio-slapjack;positive feelings
foo_fighters-big_me;positive feelings
introspekt-tbd;positive feelings
jackson_5-abc;positive feelings
junior_murvin-police_and_thieves;positive feelings
kokoon-order;positive feelings
mr_epic-ruff_and_tumble;positive feelings
muddy_waters-im_ready;positive feelings
muddy_waters-mannish_boy;positive feelings
spiritualized-stop_your_crying;positive feelings
stereolab-cybeles_reverie;positive feelings
t._rex-children_of_the_revolution;positive feelings
talking_heads-and_she_was;positive feelings
troggs-wild_thing;positive feelings
xtc-love_at_first_sight;positive feelings
apples_in_stereo-glowworm;relax
chad_and_jeremy-before_and_after;relax
chantal_kreviazuk-surrounded;relax
cowboy_junkies-postcard_blues;relax
cranberries-linger;relax
elton_john-tiny_dancer;relax
fiona_apple-love_ridden;relax
leonard_cohen-suzanne;relax
mrdc-leaving;relax
psychetropic-dead_slow_day;relax
r.e.m.-camera;relax
scott_hill-silk_road;relax
throwing_muses-hate_my_way;relax
tim_hardin-dont_make_promises;relax
tom_paul-little_part_of_me;relax
tom_waits-time;relax
tori_amos-professional_widow;relax
version-universal_humans;relax
